"Category","City","Container","Customer_ID","Customer_Name","Customer_Segment","Department","Item","Order_Date","Order_ID","Order_Priority","Postal_Code","Region","Row_ID","Ship_Date","Ship_Mode","State","Discount","Gross_Profit_Ratio","Number_of_Records","Order_Quantity","Product_Base_Margin","Profit","Sales","Shipping_Cost","Unit_Price"
"Chairs  and  Chairmats","New York City","Jumbo Drum","1104","Timothy Ross","Home Office","Furniture","Global Leather Task Chair, Black","4/19/12","41026","Medium","10282","East","5783","4/20/12","Delivery Truck","New York","10.00","-35.30","1","9","66.00","282","798","42","90"
"Scissors, Rulers and Trimmers","New York City","Wrap Bag","1104","Timothy Ross","Home Office","Office Supplies","Serrated Blade or Curved Handle Hand Letter Openers","4/19/12","41026","Medium","10282","East","5784","4/19/12","Express Air","New York","10.00","-50.10","1","21","84.00","33","66","2","3"
"Telephones and Communication","New York City","Small Box","1104","Timothy Ross","Home Office","Technology","6000","3/23/13","38853","Low","10282","East","5469","3/27/13","Regular Air","New York","4.00","2.70","1","13","55.00","20","728","3","66"
"Office Machines","New York City","Jumbo Drum","1104","Timothy Ross","Home Office","Technology","Panasonic KX-P2130 Dot Matrix Printer","5/18/13","54181","High","10282","East","7576","5/20/13","Delivery Truck","New York","3.00","1.90","1","16","59.00","67","3478","15","213"
"Office Furnishings","New York City","Small Box","1104","Timothy Ross","Home Office","Furniture","Eldon 300 Class Desk Accessories, Black","10/29/13","47971","High","10282","East","6738","10/30/13","Regular Air","New York","9.00","-22.50","1","50","41.00","53","236","5","5"
"Storage  and  Organization","New York City","Large Box","1104","Timothy Ross","Home Office","Office Supplies","Space Solutions Commercial Steel Shelving","11/19/13","44737","Medium","10282","East","6320","11/20/13","Regular Air","New York","2.00","-11.00","1","40","80.00","309","2814","35","65"
"Telephones and Communication","New York City","Wrap Bag","1104","Timothy Ross","Home Office","Technology","Accessory25","11/19/13","44737","Medium","10282","East","6321","11/21/13","Regular Air","New York","2.00","3.60","1","58","57.00","39","1095","1","21"
"Telephones and Communication","Easton","Small Box","1105","Janet Bryant","Home Office","Technology","i2000","5/19/11","90978","Critical","18040","East","25926","5/20/11","Regular Air","Pennsylvania","4.00","68.00","1","15","60.00","1059","1558","3","126"
"Office Machines","Easton","Jumbo Drum","1105","Janet Bryant","Home Office","Technology","Panasonic KX-P2130 Dot Matrix Printer","5/18/13","90982","High","18040","East","25576","5/20/13","Delivery Truck","Pennsylvania","3.00","7.70","1","4","59.00","67","870","15","213"
"Office Furnishings","Easton","Small Box","1105","Janet Bryant","Home Office","Furniture","Eldon 300 Class Desk Accessories, Black","10/29/13","90983","High","18040","East","24738","10/30/13","Regular Air","Pennsylvania","9.00","-86.40","1","13","41.00","53","61","5","5"
"Storage  and  Organization","Easton","Large Box","1105","Janet Bryant","Home Office","Office Supplies","Space Solutions Commercial Steel Shelving","11/19/13","90984","Medium","18040","East","24320","11/20/13","Regular Air","Pennsylvania","2.00","20.40","1","10","80.00","144","703","35","65"
"Telephones and Communication","Easton","Wrap Bag","1105","Janet Bryant","Home Office","Technology","Accessory25","11/19/13","90984","Medium","18040","East","24321","11/21/13","Regular Air","Pennsylvania","2.00","36.30","1","14","57.00","96","264","1","21"
"Paper","Dallas","Wrap Bag","1106","Maxine Collier Grady","Small Business","Office Supplies","Telephone Message Books with Fax/Mobile Section, 5 1/2 x 3 3/16","5/20/10","20261","Medium","75220","Central","2808","5/23/10","Regular Air","Texas","4.00","25.70","1","52","39.00","82","318","1","6"
"Scissors, Rulers and Trimmers","Dallas","Small Pack","1106","Maxine Collier Grady","Small Business","Office Supplies","Acme Forged Steel Scissors with Black Enamel Handles","11/21/10","646","High","75220","Central","106","11/22/10","Regular Air","Texas","1.00","-1.90","1","61","56.00","11","587","4","9"
"Chairs  and  Chairmats","Dallas","Large Box","1106","Maxine Collier Grady","Consumer","Furniture","Hon Olson Stacker Stools","12/6/10","45824","Not Specified","75220","Central","6443","12/8/10","Regular Air","Texas","8.00","10.90","1","81","57.00","1233","11273","24","141"
"Computer Peripherals","Dallas","Small Pack","1106","Maxine Collier Grady","Consumer","Technology","Imation 3.5 Unformatted DS/HD Diskettes, 10/Box","9/29/11","34244","Low","75220","Central","4817","10/8/11","Express Air","Texas","0.00","-23.70","1","46","69.00","90","378","6","7"
"Computer Peripherals","Dallas","Small Pack","1106","Maxine Collier Grady","Consumer","Technology","Memorex 4.7GB DVD-RAM, 3/Pack","9/29/11","34244","Low","75220","Central","4818","10/1/11","Regular Air","Texas","4.00","-28.50","1","7","42.00","63","220","2","32"
"Labels","Dallas","Small Box","1106","Maxine Collier Grady","Consumer","Office Supplies","Avery 510","10/18/11","31301","Low","75220","Central","4396","10/20/11","Regular Air","Texas","6.00","17.70","1","56","37.00","35","198","1","4"
"Binders and Binder Accessories","Dallas","Small Box","1106","Maxine Collier Grady","Consumer","Office Supplies","Pressboard Data Binder, Crimson, 12 X 8 1/2","6/11/12","24519","Critical","75220","Central","3435","6/12/12","Regular Air","Texas","3.00","-29.10","1","36","39.00","61","209","6","5"
"Paper","Dallas","Small Box","1106","Maxine Collier Grady","Small Business","Office Supplies","Xerox 1983","8/28/12","54914","Critical","75220","Central","7659","8/29/12","Regular Air","Texas","6.00","-14.80","1","63","36.00","58","390","5","6"
"Storage  and  Organization","Dallas","Medium Box","1106","Maxine Collier Grady","Small Business","Office Supplies","Eldon Simplefile Box Office","8/28/12","54914","Critical","75220","Central","7660","8/30/12","Regular Air","Texas","6.00","-15.40","1","14","57.00","28","181","6","12"
"Paper","Dallas","Small Box","1106","Maxine Collier Grady","Small Business","Office Supplies","Xerox 23","10/7/12","835","Not Specified","75220","Central","132","10/8/12","Regular Air","Texas","2.00","-11.60","1","35","37.00","28","243","5","6"
"Chairs  and  Chairmats","Dallas","Jumbo Drum","1106","Maxine Collier Grady","Consumer","Furniture","Hon Multipurpose Stacking Arm Chairs","12/10/12","33219","High","75220","Central","4666","12/11/12","Delivery Truck","Texas","0.00","5.20","1","64","59.00","765","14684","64","217"
"Pens  and  Art Supplies","Dallas","Small Box","1106","Maxine Collier Grady","Consumer","Office Supplies","Hunt Boston Vacuum Mount KS Pencil Sharpener","3/22/13","29671","Critical","75220","Central","4181","3/23/13","Regular Air","Texas","2.00","14.70","1","43","59.00","222","1512","8","35"
"Binders and Binder Accessories","Dallas","Small Box","1106","Maxine Collier Grady","Small Business","Office Supplies","GBC Wire Binding Strips","5/20/13","20261","Medium","75220","Central","2807","5/20/13","Express Air","Texas","9.00","6.80","1","33","37.00","67","992","13","32"
"Telephones and Communication","Dallas","Small Box","1106","Maxine Collier Grady","Small Business","Technology","Talkabout T8367","5/20/13","20261","Medium","75220","Central","2809","5/21/13","Express Air","Texas","2.00","10.40","1","27","56.00","168","1619","9","66"
"Storage  and  Organization","Dallas","Large Box","1106","Maxine Collier Grady","Consumer","Office Supplies","Tennsco Commercial Shelving","6/15/13","13383","Not Specified","75220","Central","1862","6/17/13","Regular Air","Texas","7.00","-94.50","1","53","84.00","1073","1136","35","20"
"Office Furnishings","Dallas","Large Box","1106","Maxine Collier Grady","Consumer","Furniture","Westinghouse Clip-On Gooseneck Lamps","6/29/13","31877","Medium","75220","Central","4480","6/29/13","Regular Air","Texas","8.00","-49.50","1","51","59.00","212","428","10","8"
"Labels","Dallas","Small Box","1106","Maxine Collier Grady","Small Business","Office Supplies","Avery 503","10/19/13","33477","High","75220","Central","4697","10/21/13","Regular Air","Texas","8.00","20.00","1","59","37.00","114","567","1","10"
"Scissors, Rulers and Trimmers","Lake Jackson","Small Pack","1107","Joanna Keith","Small Business","Office Supplies","Acme Forged Steel Scissors with Black Enamel Handles","11/21/10","86411","High","77566","Central","18106","11/22/10","Regular Air","Texas","1.00","1.50","1","15","56.00","2","144","4","9"
"Binders and Binder Accessories","Lancaster","Small Box","1108","Dwight Bishop","Small Business","Office Supplies","GBC Wire Binding Strips","5/20/10","86409","Medium","75146","Central","20807","5/20/10","Express Air","Texas","9.00","24.80","1","9","37.00","67","271","13","32"
"Paper","Lancaster","Wrap Bag","1108","Dwight Bishop","Small Business","Office Supplies","Telephone Message Books with Fax/Mobile Section, 5 1/2 x 3 3/16","5/20/10","86409","Medium","75146","Central","20808","5/23/10","Regular Air","Texas","4.00","69.00","1","13","39.00","55","80","1","6"
"Telephones and Communication","Lancaster","Small Box","1108","Dwight Bishop","Small Business","Technology","Talkabout T8367","5/20/10","86409","Medium","75146","Central","20809","5/21/10","Express Air","Texas","2.00","35.10","1","8","56.00","168","480","9","66"
"Pens  and  Art Supplies","Lancaster","Small Box","1108","Dwight Bishop","Consumer","Office Supplies","Hunt Boston Vacuum Mount KS Pencil Sharpener","3/22/11","86412","Critical","75146","Central","22181","3/23/11","Regular Air","Texas","2.00","57.30","1","11","59.00","222","387","8","35"
"Labels","Lancaster","Small Box","1108","Dwight Bishop","Consumer","Office Supplies","Avery 510","10/18/11","86414","Low","75146","Central","22396","10/20/11","Regular Air","Texas","6.00","69.00","1","14","37.00","34","50","1","4"
"Binders and Binder Accessories","Lancaster","Small Box","1108","Dwight Bishop","Consumer","Office Supplies","Pressboard Data Binder, Crimson, 12 X 8 1/2","6/11/12","86415","Critical","75146","Central","21435","6/12/12","Regular Air","Texas","3.00","-93.10","1","9","39.00","49","52","6","5"
"Paper","Lancaster","Small Box","1108","Dwight Bishop","Small Business","Office Supplies","Xerox 23","10/7/12","86417","Not Specified","75146","Central","18132","10/8/12","Regular Air","Texas","2.00","-40.50","1","9","37.00","25","63","5","6"
"Storage  and  Organization","Lancaster","Large Box","1108","Dwight Bishop","Consumer","Office Supplies","Tennsco Commercial Shelving","6/15/13","86419","Not Specified","75146","Central","19862","6/17/13","Regular Air","Texas","7.00","-308.10","1","13","84.00","858","279","35","20"
"Office Furnishings","Laredo","Large Box","1109","Dennis Welch","Consumer","Furniture","Westinghouse Clip-On Gooseneck Lamps","6/29/10","86410","Medium","78041","Central","22480","6/29/10","Regular Air","Texas","8.00","-155.30","1","13","59.00","169","109","10","8"
"Computer Peripherals","Laredo","Small Pack","1109","Dennis Welch","Consumer","Technology","Imation 3.5 Unformatted DS/HD Diskettes, 10/Box","9/29/11","86413","Low","78041","Central","22817","10/8/11","Express Air","Texas","0.00","-99.10","1","11","69.00","90","90","6","7"
"Computer Peripherals","Laredo","Small Pack","1109","Dennis Welch","Consumer","Technology","Memorex 4.7GB DVD-RAM, 3/Pack","9/29/11","86413","Low","78041","Central","22818","10/1/11","Regular Air","Texas","4.00","-99.90","1","2","42.00","63","63","2","32"
"Paper","Laredo","Small Box","1109","Dennis Welch","Small Business","Office Supplies","Xerox 1983","8/28/12","86416","Critical","78041","Central","25659","8/29/12","Regular Air","Texas","6.00","-30.30","1","16","36.00","30","99","5","6"
"Chairs  and  Chairmats","Laredo","Jumbo Drum","1109","Dennis Welch","Consumer","Furniture","Hon Multipurpose Stacking Arm Chairs","12/10/12","86418","High","78041","Central","22666","12/11/12","Delivery Truck","Texas","0.00","31.30","1","16","59.00","1147","3671","64","217"
"Labels","Laredo","Small Box","1109","Dennis Welch","Small Business","Office Supplies","Avery 503","10/19/13","86420","High","78041","Central","22697","10/21/13","Regular Air","Texas","8.00","69.00","1","15","37.00","100","144","1","10"
"Chairs  and  Chairmats","Laredo","Large Box","1109","Dennis Welch","Consumer","Furniture","Hon Olson Stacker Stools","12/6/13","86421","Not Specified","78041","Central","24443","12/8/13","Regular Air","Texas","8.00","67.00","1","22","57.00","2051","3062","24","141"
"Storage  and  Organization","League City","Medium Box","1110","Kevin Roth","Small Business","Office Supplies","Eldon Simplefile Box Office","8/28/12","86416","Critical","77573","Central","25660","8/30/12","Regular Air","Texas","6.00","-37.30","1","3","57.00","14","39","6","12"
"Bookcases","Yucaipa","Jumbo Box","1112","Luis Kerr","Corporate","Furniture","Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors","10/2/10","90832","Not Specified","92399","West","20176","10/4/10","Delivery Truck","California","3.00","36.10","1","12","55.00","1273","3528","55","301"
"Office Machines","Yucaipa","Jumbo Drum","1112","Luis Kerr","Corporate","Technology","Epson DFX-8500 Dot Matrix Printer","10/2/10","90832","Not Specified","92399","West","20177","10/4/10","Delivery Truck","California","2.00","-114.70","1","2","57.00","5391","4698","30","2550"
"Labels","Arvada","Small Box","1113","Julia Reynolds","Corporate","Office Supplies","Avery 498","10/6/10","90833","Critical","80004","West","26060","10/7/10","Regular Air","Colorado","1.00","69.00","1","14","38.00","30","43","1","3"
"Telephones and Communication","Arvada","Small Pack","1113","Julia Reynolds","Corporate","Technology","Accessory6","10/6/10","90833","Critical","80004","West","26061","10/8/10","Regular Air","Colorado","0.00","-72.30","1","5","80.00","187","259","5","56"
"Paper","Arvada","Small Box","1113","Julia Reynolds","Corporate","Office Supplies","Eureka Recycled Copy Paper 8 1/2 x 11, Ream","8/23/12","90834","Critical","80004","West","25455","8/23/12","Express Air","Colorado","0.00","-20.40","1","14","37.00","21","103","6","6"
"Paper","Arvada","Small Box","1113","Julia Reynolds","Corporate","Office Supplies","Xerox 21","2/12/13","90835","High","80004","West","23447","2/13/13","Regular Air","Colorado","4.00","-145.60","1","12","37.00","119","82","7","6"
"Telephones and Communication","Arvada","Small Pack","1113","Julia Reynolds","Corporate","Technology","Accessory31","2/12/13","90835","High","80004","West","23448","2/15/13","Regular Air","Colorado","9.00","-118.20","1","2","35.00","67","57","1","36"
"Office Furnishings","Arvada","Medium Box","1113","Julia Reynolds","Corporate","Furniture","Eldon Cleatmat Chair Mats for Medium Pile Carpets","12/5/13","90836","Low","80004","West","21319","12/5/13","Regular Air","Colorado","6.00","-26.20","1","6","72.00","94","358","52","56"
"Tables","Arvada","Jumbo Box","1113","Julia Reynolds","Corporate","Furniture","Hon Rectangular Conference Tables","12/5/13","90836","Low","80004","West","21320","12/9/13","Delivery Truck","Colorado","0.00","50.20","1","24","68.00","2807","5587","32","228"
"Paper","Surprise","Small Box","1115","Jill Foster","Consumer","Office Supplies","Xerox 1949","8/21/12","86775","Medium","85374","West","18173","8/23/12","Regular Air","Arizona","7.00","-36.70","1","14","36.00","26","71","5","5"
"Storage  and  Organization","Surprise","Small Box","1115","Jill Foster","Consumer","Office Supplies","SAFCO Mobile Desk Side File, Wire Frame","8/20/13","86786","Critical","85374","West","18600","8/21/13","Regular Air","Arizona","8.00","53.10","1","21","","449","846","6","43"
"Storage  and  Organization","Tempe","Medium Box","1116","Meredith Bland","Home Office","Office Supplies","Iris Project Case","2/18/13","86781","Not Specified","85281","West","19726","2/20/13","Regular Air","Arizona","9.00","-181.50","1","10","59.00","143","79","7","8"
"Appliances","Tempe","Large Box","1116","Meredith Bland","Home Office","Office Supplies","Hoover Portapower Portable Vacuum","7/8/13","86785","High","85281","West","19944","7/10/13","Regular Air","Arizona","4.00","-2072.80","1","14","60.00","1638","79","49","4"
"Paper","Tempe","Small Box","1116","Meredith Bland","Home Office","Office Supplies","Xerox 1964","7/8/13","86785","High","85281","West","19945","7/9/13","Regular Air","Arizona","0.00","44.40","1","17","39.00","188","423","12","23"
"Storage  and  Organization","Tempe","Jumbo Drum","1116","Meredith Bland","Home Office","Office Supplies","Tennsco Double-Tier Lockers","7/8/13","86785","High","85281","West","19946","7/10/13","Delivery Truck","Arizona","4.00","29.40","1","9","72.00","603","2051","29","225"
"Envelopes","Tempe","Small Box","1116","Meredith Bland","Consumer","Office Supplies","Staples #10 Laser  and  Inkjet Envelopes, 4 1/8 x 9 1/2, 100/Box","8/20/13","86786","Critical","85281","West","18601","8/23/13","Regular Air","Arizona","4.00","-4.70","1","6","35.00","3","61","6","10"
"Office Furnishings","Tempe","Small Pack","1116","Meredith Bland","Consumer","Furniture","DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7","8/20/13","86786","Critical","85281","West","18602","8/21/13","Regular Air","Arizona","0.00","-30.70","1","2","45.00","7","24","7","9"
"Telephones and Communication","Tempe","Small Box","1116","Meredith Bland","Consumer","Technology","LX 677","8/20/13","86786","Critical","85281","West","18603","8/22/13","Regular Air","Arizona","5.00","66.80","1","20","57.00","1236","1850","9","111"
"Storage  and  Organization","Tucson","Large Box","1117","Samantha Koch","Home Office","Office Supplies","Space Solutions Commercial Steel Shelving","8/5/10","86768","Not Specified","85705","West","21579","8/6/10","Regular Air","Arizona","6.00","-50.20","1","4","80.00","139","278","35","65"
"Computer Peripherals","Tucson","Small Box","1117","Samantha Koch","Home Office","Technology","Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray","6/8/11","86769","Low","85705","West","21921","6/12/11","Regular Air","Arizona","3.00","4.20","1","3","45.00","10","244","6","83"
"Telephones and Communication","Tucson","Small Box","1117","Samantha Koch","Home Office","Technology","i270","9/4/11","86770","High","85705","West","21631","9/5/11","Regular Air","Arizona","3.00","53.00","1","23","55.00","698","1317","9","66"
"Telephones and Communication","Tucson","Small Box","1117","Samantha Koch","Home Office","Technology","M3682","11/13/11","86773","Not Specified","85705","West","23520","11/13/11","Regular Air","Arizona","7.00","15.60","1","5","57.00","82","523","8","126"
"Pens  and  Art Supplies","Tucson","Wrap Bag","1117","Samantha Koch","Home Office","Office Supplies","Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set","12/31/12","86779","Medium","85705","West","23279","1/1/13","Regular Air","Arizona","1.00","-1.90","1","3","41.00","2","121","14","37"
"Bookcases","Tucson","Jumbo Box","1117","Samantha Koch","Home Office","Furniture","OSullivan Elevations Bookcase, Cherry Finish","6/8/13","86784","Low","85705","West","21920","6/15/13","Delivery Truck","Arizona","4.00","-31.20","1","16","69.00","659","2113","55","131"
"Storage  and  Organization","Tucson","Jumbo Drum","1117","Samantha Koch","Home Office","Office Supplies","Tennsco Lockers, Gray","6/8/13","86784","Low","85705","West","21922","6/13/13","Delivery Truck","Arizona","10.00","-475.80","1","12","78.00","1227","258","53","21"
"Bookcases","Yuma","Jumbo Box","1118","Jesse Williams Katz","Home Office","Furniture","OSullivan 3-Shelf Heavy-Duty Bookcases","11/13/11","86773","Not Specified","85364","West","23521","11/15/11","Delivery Truck","Arizona","1.00","5.60","1","43","61.00","144","2581","37","58"
"Office Furnishings","Yuma","Large Box","1118","Jesse Williams Katz","Home Office","Furniture","Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base","11/13/11","86773","Not Specified","85364","West","23522","11/15/11","Regular Air","Arizona","9.00","69.00","1","26","59.00","3541","5132","21","210"
"Office Machines","Yuma","Large Box","1118","Jesse Williams Katz","Consumer","Technology","Polycom ViaVideo Desktop Video Communications Unit","11/7/12","86777","Critical","85364","West","24136","11/8/12","Regular Air","Arizona","5.00","69.00","1","22","37.00","8119","11767","24","575"
"Computer Peripherals","Yuma","Small Pack","1118","Jesse Williams Katz","Home Office","Technology","Memorex 4.7GB DVD-RAM, 3/Pack","2/18/13","86781","Critical","85364","West","23937","2/18/13","Regular Air","Arizona","1.00","69.00","1","5","42.00","111","160","2","32"
"Storage  and  Organization","Yuma","Medium Box","1118","Jesse Williams Katz","Home Office","Office Supplies","Eldon Portable Mobile Manager","2/18/13","86781","Critical","85364","West","23938","2/19/13","Regular Air","Arizona","2.00","-65.70","1","5","58.00","93","142","14","28"
"Chairs  and  Chairmats","Bella Vista","Jumbo Drum","1119","Cecil Berger","Home Office","Furniture","Global High-Back Leather Tilter, Burgundy","2/14/12","86774","Not Specified","72714","South","25799","2/16/12","Delivery Truck","Arkansas","0.00","63.00","1","2","74.00","174","277","70","123"
"Telephones and Communication","Bella Vista","Medium Box","1119","Cecil Berger","Home Office","Technology","1726 Digital Answering Machine","2/14/12","86774","Not Specified","72714","South","25800","2/16/12","Regular Air","Arkansas","3.00","-32.70","1","13","58.00","79","242","5","21"
"Paper","Bella Vista","Small Box","1119","Cecil Berger","Consumer","Office Supplies","Xerox 21","8/30/12","86776","Medium","72714","South","24973","8/31/12","Express Air","Arkansas","3.00","-23.80","1","19","37.00","32","133","7","6"
"Tables","Bella Vista","Jumbo Box","1119","Cecil Berger","Home Office","Furniture","Hon iLevel Computer Training Table","12/16/12","86778","Critical","72714","South","24618","12/18/12","Delivery Truck","Arkansas","7.00","-11.50","1","17","65.00","61","535","46","32"
"Pens  and  Art Supplies","Bella Vista","Wrap Bag","1119","Cecil Berger","Home Office","Office Supplies","Premium Writing Pencils, Soft, #2 by Central Association for the Blind","4/11/13","86782","Low","72714","South","24884","4/18/13","Regular Air","Arkansas","0.00","-901.00","1","8","57.00","226","25","2","3"
"Computer Peripherals","Bella Vista","Small Box","1119","Cecil Berger","Home Office","Technology","Zoom V.92 V.44 PCI Internal Controllerless FaxModem","4/14/13","86783","High","72714","South","25854","4/16/13","Express Air","Arkansas","2.00","1126.90","1","10","55.00","4461","396","10","40"
"Appliances","Benton","Small Box","1120","Rita Vaughn","Home Office","Office Supplies","Acco 6 Outlet Guardian Premium Surge Suppressor","9/26/11","86771","High","72015","South","26050","9/28/11","Regular Air","Arkansas","2.00","-10.20","1","23","58.00","35","343","4","15"
"Telephones and Communication","Benton","Small Box","1120","Rita Vaughn","Home Office","Technology","Accessory12","9/26/11","86771","High","72015","South","26051","9/27/11","Regular Air","Arkansas","8.00","-40.80","1","20","35.00","560","1372","3","86"
"Envelopes","Benton","Small Box","1120","Rita Vaughn","Home Office","Office Supplies","#6 3/4 Gummed Flap White Envelopes","1/11/13","86780","High","72015","South","26393","1/13/13","Regular Air","Arkansas","1.00","-1.40","1","12","37.00","2","125","1","10"
"Storage  and  Organization","Benton","Small Box","1120","Rita Vaughn","Home Office","Office Supplies","Hanging Personal Folder File","1/11/13","86780","High","72015","South","26394","1/12/13","Regular Air","Arkansas","0.00","-68.20","1","4","60.00","47","69","11","16"
"Paper","Temecula","Small Box","1121","Tonya Proctor","Consumer","Office Supplies","Southworth 25% Cotton Premium Laser Paper and Envelopes","2/7/10","86767","Low","92592","West","21329","2/14/10","Regular Air","California","4.00","64.30","1","8","37.00","108","168","9","20"
"Telephones and Communication","Temecula","Small Box","1121","Tonya Proctor","Consumer","Technology","Timeport L7089","2/7/10","86767","Low","92592","West","21330","2/9/10","Regular Air","California","8.00","53.60","1","7","58.00","377","703","8","126"
"Storage  and  Organization","Temecula","Small Box","1121","Tonya Proctor","Home Office","Office Supplies","Multi-Use Personal File Cart and Caster Set, Three Stacking Bins","10/26/11","86772","Medium","92592","West","20095","10/27/11","Regular Air","California","7.00","-10.80","1","4","57.00","15","140","8","35"
"Tables","Temecula","Jumbo Box","1121","Tonya Proctor","Home Office","Furniture","Anderson Hickey Conga Table Tops  and  Accessories","10/26/11","86772","Medium","92592","West","20096","10/28/11","Delivery Truck","California","3.00","-224.60","1","4","76.00","173","77","28","15"
"Office Machines","Temecula","Jumbo Drum","1121","Tonya Proctor","Home Office","Technology","Hewlett-Packard Deskjet 6122 Color Inkjet Printer","7/8/13","86785","High","92592","West","19943","7/10/13","Delivery Truck","California","8.00","69.00","1","10","36.00","1068","1547","16","201"
"Office Machines","Temecula","Jumbo Drum","1121","Tonya Proctor","Home Office","Technology","Okidata ML591 Wide Format Dot Matrix Printer","11/4/13","86787","High","92592","West","20647","11/5/13","Delivery Truck","California","7.00","37.20","1","3","56.00","902","2421","16","811"
"Tables","Temecula","Jumbo Box","1121","Tonya Proctor","Home Office","Furniture","Bevis Round Bullnose 29 High Table Top","12/7/13","86788","Critical","92592","West","20833","12/10/13","Delivery Truck","California","3.00","24.50","1","13","61.00","843","3439","67","260"
"Binders and Binder Accessories","Roseville","Small Box","1123","Peggy Lanier","Small Business","Office Supplies","Angle-D Binders with Locking Rings, Label Holders","9/15/10","87015","High","95661","West","20612","9/18/10","Regular Air","California","3.00","-122.60","1","14","38.00","127","104","8","7"
"Telephones and Communication","Roseville","Small Box","1123","Peggy Lanier","Small Business","Technology","5165","12/20/10","87016","High","95661","West","18212","12/22/10","Regular Air","California","9.00","69.00","1","22","59.00","2170","3145","5","176"
"Appliances","Roseville","Small Box","1123","Peggy Lanier","Small Business","Office Supplies","Staples 4 Outlet Surge Protector","12/12/11","87017","High","95661","West","20354","12/13/11","Regular Air","California","8.00","-15.70","1","7","58.00","9","59","4","9"
"Chairs  and  Chairmats","Roseville","Jumbo Drum","1123","Peggy Lanier","Small Business","Furniture","Office Star Flex Back Scooter Chair with Aluminum Finish Frame","6/26/12","87018","Low","95661","West","22422","6/28/12","Delivery Truck","California","8.00","-41.20","1","4","61.00","169","410","42","101"
"Envelopes","Roseville","Small Box","1123","Peggy Lanier","Small Business","Office Supplies","Peel  and  Seel Recycled Catalog Envelopes, Brown","9/5/12","87019","Medium","95661","West","26139","9/6/12","Regular Air","California","10.00","-98.70","1","1","35.00","13","13","6","12"
"Bookcases","Norwich","Jumbo Box","1124","Randy Jiang","Small Business","Furniture","Rush Hierlooms Collection Rich Wood Bookcases","12/20/10","87016","High","6360","East","18211","12/21/10","Delivery Truck","Connecticut","9.00","-8.70","1","18","72.00","230","2653","35","161"
"Binders and Binder Accessories","Duncanville","Small Box","1126","Arlene Lutz","Consumer","Office Supplies","Premier Elliptical Ring Binder, Black","1/22/11","87223","Low","75116","Central","21388","1/24/11","Regular Air","Texas","10.00","69.00","1","3","37.00","60","86","1","30"
"Paper","Duncanville","Small Box","1126","Arlene Lutz","Consumer","Office Supplies","Xerox 1882","3/10/13","87225","High","75116","Central","20331","3/12/13","Regular Air","Texas","8.00","69.00","1","12","36.00","437","634","14","56"
"Paper","Duncanville","Small Box","1126","Arlene Lutz","Consumer","Office Supplies","Xerox 1899","3/10/13","87225","High","75116","Central","20332","3/11/13","Express Air","Texas","5.00","-85.00","1","9","36.00","46","55","5","6"
"Computer Peripherals","Duncanville","Small Pack","1126","Arlene Lutz","Consumer","Technology","Imation Printable White 80 Minute CD-R Spindle, 50/Pack","5/18/13","87226","High","75116","Central","18247","5/20/13","Regular Air","Texas","1.00","69.00","1","16","44.00","461","669","2","41"
"Office Furnishings","Duncanville","Large Box","1126","Arlene Lutz","Consumer","Furniture","Dana Halogen Swing-Arm Architect Lamp","5/18/13","87226","High","75116","Central","18248","5/20/13","Regular Air","Texas","2.00","-39.10","1","1","57.00","22","57","14","41"
"Binders and Binder Accessories","Duncanville","Small Box","1126","Arlene Lutz","Consumer","Office Supplies","Avery Self-Adhesive Photo Pockets for Polaroid Photos","7/12/13","87227","Low","75116","Central","20443","7/17/13","Regular Air","Texas","3.00","-58.60","1","16","37.00","65","111","5","7"
"Rubber Bands","Duncanville","Wrap Bag","1126","Arlene Lutz","Consumer","Office Supplies","Staples Bulldog Clip","7/12/13","87227","Low","75116","Central","20444","7/17/13","Regular Air","Texas","6.00","69.00","1","10","39.00","25","36","1","4"
"Appliances","Eagle Pass","Small Box","1127","Ray Grady","Consumer","Office Supplies","Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac","8/24/10","87221","Medium","78852","Central","22052","8/26/10","Regular Air","Texas","2.00","-140.30","1","16","60.00","94","67","7","4"
"Rubber Bands","Eagle Pass","Wrap Bag","1127","Ray Grady","Consumer","Office Supplies","Plymouth Boxed Rubber Bands by Plymouth","12/22/10","87222","Low","78852","Central","26377","12/26/10","Regular Air","Texas","4.00","5.00","1","19","80.00","5","91","1","5"
"Office Furnishings","Eagle Pass","Small Box","1127","Ray Grady","Consumer","Furniture","Staples Plastic Wall Frames","6/27/11","87224","High","78852","Central","23609","6/29/11","Regular Air","Texas","0.00","69.00","1","5","41.00","31","45","5","8"
"Office Machines","Eagle Pass","Jumbo Drum","1127","Ray Grady","Consumer","Technology","Panasonic KX-P1131 Dot Matrix Printer","6/27/11","87224","High","78852","Central","23610","6/29/11","Delivery Truck","Texas","1.00","69.00","1","17","58.00","2940","4260","18","265"
